intent,user_utterance,origin,new_intent,label
yes,yeap,original,book,1
yes,oh yes,original,book,1
no,nada,original,cancel,3
thank_you,good job thanks,parrot,bye,2
yes,yeap,original,book,1
meeting_schedule,what meetings do you have for today?,parrot,avail,0
goodbye,bye-bye,original,bye,2
date,what's today's date,original,avail,0
no,but it's not factual,parrot,cancel,3
thank_you,you're a great help,parrot,bye,2
greeting,hola!,original,greet,4
greeting,how're you doing?,parrot,greet,4
date,date tomorrow,parrot,avail,0
goodbye,nice conversation today,parrot,bye,2
reminder_update,i need to be reminded to pray,original,resched,5
goodbye,cya later,original,bye,2
no,nothing,parrot,cancel,3
goodbye,sayonara,original,bye,2
date,do you know what is the current date?,parrot,avail,0
how_busy,how long will i have to wait at mr joes,lambada,avail,0
goodbye,i leave now,parrot,bye,2
no,absolutely false,parrot,cancel,3
thank_you,i'm thankful for my help,original,bye,2
no,so that's no,parrot,cancel,3
how_busy,is the wait long?,parrot,avail,0
goodbye,glad to talk,parrot,bye,2
goodbye,fairwell?,parrot,bye,2
reminder_update,i have to remind myself to pay taxes,parrot,resched,5
yes,"yup, that is true",lambada,book,1
goodbye,goodbye!,original,bye,2
yes,certainly,parrot,book,1
yes,great,original,book,1
how_busy,how long will the wait for a table be at this restaurant,lambada,avail,0
yes,huh huh,parrot,book,1
yes,i want that,parrot,book,1
how_busy,list the wait times for a meal at a restaurant?,parrot,avail,0
no,no way,original,cancel,3
thank_you,thank you for making my life easier,parrot,bye,2
reminder_update,add a reminder for me?,parrot,resched,5
no,that is no longer valid,lambada,cancel,3
goodbye,goodbye later,parrot,bye,2
thank_you,you've helped,parrot,bye,2
no,that's very wrong,parrot,cancel,3
how_busy,how busy will ti-noodle be around 6pm?,parrot,avail,0
how_busy,how busy will the chili's be at 6pm,lambada,avail,0
how_busy,is the cheesecake factory busy at 9 o'clock?,parrot,avail,0
no,it's no,parrot,cancel,3
yes,definitely,original,book,1
goodbye,bye,original,bye,2
yes,oh-huh,parrot,book,1
greeting,heyo,original,greet,4
goodbye,regards,original,bye,2
date,this is the day,parrot,avail,0
goodbye,a pleasure to speak with you as always,parrot,bye,2
no,so that's no,parrot,cancel,3
date,what date?,parrot,avail,0
yes,"yes, please",parrot,book,1
no,negation,parrot,cancel,3
thank_you,gracias,original,bye,2
thank_you,i appreciate the answer,parrot,bye,2
goodbye,bye!,original,bye,2
yes,definitely,original,book,1
meeting_schedule,share my schedule with me,parrot,avail,0
yes,huh,parrot,book,1
date,what the day?,parrot,avail,0
goodbye,i'm out,parrot,bye,2
cancel_reservation,i must cancel my reservation for barry in red robin,parrot,cancel,3
no,not right,parrot,cancel,3
yes,yup,original,book,1
yes,TRUE,original,book,1
schedule_meeting,set up meeting room for 9am on friday,parrot,book,1
how_busy,can you tell me what the wait is like at olive garden right now?,lambada,avail,0
date,today?,parrot,avail,0
meeting_schedule,when is that meeting with kara?,original,avail,0
date,what day?,parrot,avail,0
greeting,"hi, ai",original,greet,4
yes,it appears true,parrot,book,1
thank_you,okay thanks,original,bye,2
no,that's false,original,cancel,3
how_busy,does the olive garden get crowded during the meal?,parrot,avail,0
goodbye,goodbye,original,bye,2
goodbye,catch you later,original,bye,2
yes,sure,original,book,1
yes,absolutely!,original,book,1
greeting,"hello, friend",original,greet,4
goodbye,goodbye to yours,parrot,bye,2
yes,yeah yeah,lambada,book,1
yes,certainly,parrot,book,1
greeting,aho,parrot,greet,4
no,not correct,parrot,cancel,3
yes,facts,original,book,1
yes,approved,original,book,1
thank_you,thanks for the information you've given me,parrot,bye,2
yes,affirmitive,original,book,1
reminder_update,make a reminder of the mortgage,parrot,resched,5
thank_you,i owe you a thing,parrot,bye,2
greeting,hello good morning,parrot,greet,4
greeting,ahoy there,lambada,greet,4
yes,agreed,original,book,1
goodbye,bye!,original,bye,2
goodbye,bye now,original,bye,2
reminder_update,a new reminder,parrot,resched,5
greeting,heyo,original,greet,4
no,no thanks,original,cancel,3
no,negatory,original,cancel,3
cancel_reservation,nix that reservation for 4 at strip house,original,cancel,3
date,i need the date,parrot,avail,0
thank_you,many thanks,original,bye,2
meeting_schedule,when do i have meetings today?,original,avail,0
goodbye,good talk,parrot,bye,2
date,what date tomorrow?,parrot,avail,0
no,it's no,parrot,cancel,3
thank_you,"awesome, thanks",original,bye,2
thank_you,thanks i appreciate it,parrot,bye,2
greeting,how's it going with you?,parrot,greet,4
yes,affirmitive,original,book,1
goodbye,goodbye,original,bye,2
cancel_reservation,please cancel my reservation for dinner this evening,parrot,cancel,3
no,i'm afraid that's not the case,parrot,cancel,3
goodbye,buhbye,original,bye,2
yes,my answer is yes,parrot,book,1
thank_you,appreciated,original,bye,2
greeting,wassup,original,greet,4
thank_you,much obliged,original,bye,2
goodbye,see ya,original,bye,2
date,what is current day?,parrot,avail,0
calendar,search my calendar for birthdays,parrot,avail,0
thank_you,awesome thank you,parrot,bye,2
no,no it's a no,parrot,cancel,3
yes,affirmative,original,book,1
date,in 8 days?,parrot,avail,0
greeting,welcome,parrot,greet,4
how_busy,do you know how busy chili is at 730?,parrot,avail,0
thank_you,well done,parrot,bye,2
no,FALSE,lambada,cancel,3
no,not good,parrot,cancel,3
goodbye,thanks for chatting,lambada,bye,2
goodbye,goodnight,original,bye,2
how_busy,how long before i can eat macaroni on the grill,parrot,avail,0
schedule_meeting,can you sign me up for a meeting at 10 am on friday?,parrot,book,1
how_busy,how long will it take to be seated at the macaron grill,parrot,avail,0
greeting,how ya doin,original,greet,4
meeting_schedule,show me the time i meet sarah?,parrot,avail,0
yes,approved,original,book,1
yes,okay,original,book,1
meeting_schedule,when's my meeting today?,parrot,avail,0
meeting_schedule,meetings today,original,avail,0
calendar,what's my calendar for march 20?,parrot,avail,0
goodbye,bye bye,lambada,bye,2
no,thanks no,parrot,cancel,3
goodbye,tootles?,parrot,bye,2
yes,i believe that's true,original,book,1
no,nada,original,cancel,3
goodbye,say goodbye now,parrot,bye,2
how_busy,do you know how busy chili's is at 5pm?,parrot,avail,0
goodbye,maybe next time,parrot,bye,2
greeting,well hello,original,greet,4
yes,yeah,original,book,1
goodbye,say goodbye,parrot,bye,2
no,not happening,original,cancel,3
yes,definitely,original,book,1
yes,"that is true, yes",original,book,1
no,negating,parrot,cancel,3
goodbye,later gater,original,bye,2
no,that's not right?,parrot,cancel,3
reminder_update,new reminder please,lambada,resched,5
greeting,how's the situation?,parrot,greet,4
yes,that is affirmative,original,book,1
no,erroneous,parrot,cancel,3
no,that's incorrect,original,cancel,3
yes,absolutely,original,book,1
greeting,salutations!,original,greet,4
goodbye,tootles?,parrot,bye,2
schedule_meeting,do you know how to schedule meetings?,parrot,book,1
greeting,how's life going?,parrot,greet,4
greeting,bonjour,original,greet,4
greeting,ahoy,lambada,greet,4
no,nay,original,cancel,3
greeting,how's life?,parrot,greet,4
reminder_update,just a reminder,parrot,resched,5
how_busy,do you think the steakhouse is crowded at dinner?,parrot,avail,0
thank_you,very grateful,parrot,bye,2
yes,yay,lambada,book,1
goodbye,it's over,parrot,bye,2
goodbye,buhbye now,lambada,bye,2
greeting,wanted to say hi,parrot,greet,4
how_busy,wait how long do you think i have to wait for a table at chipotle restaurant,parrot,avail,0
greeting,good morning,parrot,greet,4
goodbye,bye for now,original,bye,2
greeting,what's up?,parrot,greet,4
thank_you,very grateful,parrot,bye,2
no,invalid,original,cancel,3
goodbye,goodbye!,original,bye,2
greeting,hey,original,greet,4
no,don't agree,parrot,cancel,3
greeting,hey there!,original,greet,4
thank_you,thank you!,original,bye,2
yes,confirmed,original,book,1
greeting,why hello?,original,greet,4
yes,okay,original,book,1
greeting,how's everything,original,greet,4
yes,absolutely correct,original,book,1
no,nothing,parrot,cancel,3
yes,accept,parrot,book,1
goodbye,bye bye then,original,bye,2
reminder_update,let me know,parrot,resched,5
greeting,hey there,original,greet,4
yes,"yes, that's true",lambada,book,1
yes,indeed,parrot,book,1
reminder_update,create a reminder,original,resched,5
no,don't like that,parrot,cancel,3
cancel_reservation,i need to cancel my reservation for new york,parrot,cancel,3
goodbye,good thing to see you,lambada,bye,2
greeting,hi,original,greet,4
goodbye,thanks for chatting,lambada,bye,2
goodbye,adios,original,bye,2
no,i believe it's incorrect,lambada,cancel,3
calendar,can you check my calendar to see if i have scheduled any events?,parrot,avail,0
yes,yeah,original,book,1
thank_you,thanks,original,bye,2
meeting_schedule,i need to know if i have meetings with michael,parrot,avail,0
how_busy,wait for a cheese cake in the restaurant?,parrot,avail,0
calendar,tell me what's on my calendar for the 17th march?,parrot,avail,0
yes,positive,parrot,book,1
greeting,hi what's up,original,greet,4
calendar_update,remove the training meeting events from my calendar,parrot,resched,5
goodbye,great talk,lambada,bye,2
date,i need to know which day is next,lambada,avail,0
how_busy,is chili's going to be busy around 5:30 pm?,lambada,avail,0
how_busy,is this restaurant crowded?,parrot,avail,0
greeting,"hi, how are you doing",lambada,greet,4
goodbye,fairwell,original,bye,2
how_busy,can you tell me if there will be a long wait at the red lobster?,parrot,avail,0
yes,correct,original,book,1
yes,we would say yes,lambada,book,1
no,negating,parrot,cancel,3
how_busy,will the pizza place be busy around seven?,parrot,avail,0
yes,certainly true,parrot,book,1
calendar_update,schedule family dinner on my calendar for march 8,parrot,resched,5
how_busy,how busy is toby's at 11,lambada,avail,0
date,where is the date tomorrow?,parrot,avail,0
greeting,are you okay??,parrot,greet,4
no,naw,parrot,cancel,3
date,what is the current date?,original,avail,0
no,you're not right,parrot,cancel,3
yes,i guess,parrot,book,1
cancel_reservation,scrap the dinner reservation,parrot,cancel,3
goodbye,i want it now,parrot,bye,2
yes,i agree,original,book,1
no,nay,original,cancel,3
no,"no, that is invalid",original,cancel,3
yes,confirm,original,book,1
goodbye,great talk,lambada,bye,2
greeting,how goes it,original,greet,4
reminder_update,i need to remember how to care for the garden,parrot,resched,5
how_busy,how busy will chili be at 8pm,parrot,avail,0
no,erroneous,parrot,cancel,3
goodbye,next time we'll talk,parrot,bye,2
no,no that isn't true,lambada,cancel,3
goodbye,later!,original,bye,2
yes,yes is my answer,original,book,1
greeting,hiya!,original,greet,4
calendar,get events in my calendar,parrot,avail,0
date,what day?,parrot,avail,0
yes,absolutely!,original,book,1
goodbye,i'll see you later ai,lambada,bye,2
yes,i know,parrot,book,1
thank_you,nice,parrot,bye,2
yes,that is correct,original,book,1
goodbye,good bye,original,bye,2
goodbye,thanks goodbye,parrot,bye,2
yes,great,original,book,1
how_busy,how busy is the cheesecake factory around lunch time?,parrot,avail,0
no,negative,original,cancel,3
date,today?,parrot,avail,0
no,"please, no",original,cancel,3
greeting,how is my day?,parrot,greet,4
yes,definitely,original,book,1
thank_you,thanks for doing it,parrot,bye,2
yes,absolutely,original,book,1
thank_you,thank ya!,original,bye,2
goodbye,goodbyes,parrot,bye,2
date,please date,parrot,avail,0
reminder_update,make me a reminder about booking it,original,resched,5
goodbye,see you soon,original,bye,2
goodbye,as regards,parrot,bye,2
no,i gotta say no,original,cancel,3
yes,roger that,original,book,1
calendar,what do you have planned for february 28?,parrot,avail,0
greeting,whats up,original,greet,4
greeting,hey there!,original,greet,4
greeting,whats new?,parrot,greet,4
thank_you,appreciated,original,bye,2
greeting,hello,original,greet,4
greeting,hola,original,greet,4
greeting,what's new?,parrot,greet,4
no,no,lambada,cancel,3
date,today?,parrot,avail,0
no,it's a negation,parrot,cancel,3
yes,correct,original,book,1
greeting,aloha,original,greet,4
goodbye,peace out,original,bye,2
date,tell me what the date is for tomorrow?,original,avail,0
yes,oh-huh,parrot,book,1
goodbye,goodbye bye,parrot,bye,2
meeting_schedule,is there any meetings today?,parrot,avail,0
meeting_schedule,time of meeting?,parrot,avail,0
thank_you,thanks,original,bye,2
yes,right,parrot,book,1
reminder_update,may i be reminded,lambada,resched,5
yes,can we please?,original,book,1
date,tell me the date of the day,parrot,avail,0
reminder_update,can you send me a reminder to put the clothes in the dryer?,parrot,resched,5
goodbye,i enjoyed our goodbye,parrot,bye,2
no,so that's no,parrot,cancel,3
no,the negator,parrot,cancel,3
thank_you,my thanks,parrot,bye,2
yes,yep,original,book,1
greeting,what is new?,parrot,greet,4
yes,"yep, that's right",original,book,1
yes,i'll say yes,parrot,book,1
thank_you,appreciated,original,bye,2
calendar,check my calendar,parrot,avail,0
greeting,hi how is everything,original,greet,4
thank_you,again thanks,parrot,bye,2
greeting,well hi there,original,greet,4
date,what date is today?,original,avail,0
no,it's so bad,parrot,cancel,3
greeting,are you okay?,original,greet,4
thank_you,you've been great,parrot,bye,2
yes,you got it,original,book,1
goodbye,goodbye bye,parrot,bye,2
greeting,what's happened?,parrot,greet,4
no,that is most definitely false,original,cancel,3
how_busy,how long can i wait in the restaurant?,parrot,avail,0
no,hell nah,original,cancel,3
no,negative,original,cancel,3
thank_you,thanks for coming,parrot,bye,2
goodbye,catch you later,original,bye,2
greeting,hey,original,greet,4
thank_you,gracias,original,bye,2
thank_you,thank ya!,original,bye,2
reminder_update,please do not forget,parrot,resched,5
reminder_update,create a reminder to wash the dishes,original,resched,5
yes,"yes, that's right",original,book,1
goodbye,goodbyes,parrot,bye,2
goodbye,bye-bye,original,bye,2
yes,that is a yes,original,book,1
greeting,hey,original,greet,4
date,in 100 days?,parrot,avail,0
yes,okay,original,book,1
schedule_meeting,book the meeting room for thursday at 3pm,parrot,book,1
yes,"yes, that's correct",original,book,1
goodbye,farewell,original,bye,2
thank_you,and thank you for my help,parrot,bye,2
greeting,whats new?,parrot,greet,4
greeting,wanted to say hello,parrot,greet,4
no,not really,original,cancel,3
goodbye,i'm saying goodbye now,original,bye,2
yes,confirm,original,book,1
greeting,hiya!,original,greet,4
no,nay,original,cancel,3
greeting,what is new?,parrot,greet,4
calendar,what do i have on my calendar for monday the 1st of march?,original,avail,0
no,i don't think that's right,lambada,cancel,3
greeting,"hey, ai",original,greet,4
yes,say yes,lambada,book,1
thank_you,you answered,parrot,bye,2
goodbye,goodbyes,parrot,bye,2
thank_you,thanks,original,bye,2
how_busy,how long will i need to wait for a table at the avocado cafe,lambada,avail,0
no,nope,original,cancel,3
goodbye,buhbye,original,bye,2
cancel_reservation,can you cancel a reservation?,parrot,cancel,3
yes,sure,original,book,1
calendar_update,the day i'm supposed to be in the hospital has changed,parrot,resched,5
no,that isn't true,lambada,cancel,3
goodbye,goodbye bye,parrot,bye,2
